video_description	effect_info_list	id	video_label	create_time	is_stem_verified	hashtag_info_list	hashtag_names	like_count	share_count	sticker_info_list	video_duration	username	view_count	video_mention_list	video_tag	region_code	voice_to_text	comment_count	favorites_count	playlist_id	effect_ids	music_id
"Is this one worth the hype? Which one are you afraid to read?  #bookhype #booktokbooks #bookstoread #bookrecommendations #fyp #booktok #booksounds"	"nan"	"7394802078113205537"	"{'type': 0, 'vote': False, 'warn': False, 'content': '', 'sink': False}"	"1721736536"	"False"	"[{'hashtag_id': 1618676087820293, 'hashtag_name': 'bookhype', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 1670839778705413, 'hashtag_name': 'booktokbooks'}, {'hashtag_id': 40366432, 'hashtag_name': 'bookstoread', 'hashtag_description': ''}, {'hashtag_description': 'Thank you to all who participated in the Book Recommendations Post Contest! Check out the winner showcase here: https://vt.tiktok.com/ZMA9fBqpn/', 'hashtag_id': 58993759, 'hashtag_name': 'BookRecommendations'}, {'hashtag_id': 229207, 'hashtag_name': 'fyp', 'hashtag_description': ''}, {'hashtag_name': 'BookTok', 'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}]"	"['fyp', 'bookstoread', 'bookrecommendations', 'booksounds', 'bookhype', 'booktok', 'booktokbooks']"	"33"	"0"	"nan"	"5"	"emmasbooktok2"	"757"	"[]"	"nan"	"GB"	"nan"	"29"	"0"		"nan"	"7253605407581637378"
"𝐘𝐨𝐮…   #bookish #bookishtrend #therewouldntbethisiftherehandntbeenyou #therewouldntbethis #you #bookishfyp #fyp #books #booksbooksbooks #booktrend #booksounds #bookchallenge #booktok #booktokuk #bookworm #colleenhoover #itendswithus #itstartswithus #whereitbegan"	"nan"	"7394766605332368673"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1721728279"	"False"	"[{'hashtag_description': '', 'hashtag_id': 229207, 'hashtag_name': 'fyp'}, {'hashtag_name': 'Bookworm', 'hashtag_description': 'What are you reading?', 'hashtag_id': 13057}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 7366897241837502496, 'hashtag_name': 'therewouldntbethis'}, {'hashtag_id': 14708702, 'hashtag_name': 'booksbooksbooks', 'hashtag_description': ''}, {'hashtag_id': 34444604, 'hashtag_name': 'itendswithus', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 46803608, 'hashtag_name': 'whereitbegan'}, {'hashtag_description': '', 'hashtag_id': 1668968266944518, 'hashtag_name': 'bookishfyp'}, {'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}, {'hashtag_name': 'Bookish', 'hashtag_description': "To celebrate Book Lover's Day, show us some of your #bookish habits  📚💚", 'hashtag_id': 3133261}, {'hashtag_description': '', 'hashtag_id': 5401558, 'hashtag_name': 'bookchallenge'}, {'hashtag_description': '', 'hashtag_id': 5507, 'hashtag_name': 'you'}, {'hashtag_description': '', 'hashtag_id': 1612528957833221, 'hashtag_name': 'booktrend'}, {'hashtag_description': '', 'hashtag_id': 20668932, 'hashtag_name': 'colleenhoover'}, {'hashtag_description': '', 'hashtag_id': 7378745547791171616, 'hashtag_name': 'therewouldntbethisiftherehandntbeenyou'}, {'hashtag_description': '', 'hashtag_id': 1680832044910594, 'hashtag_name': 'bookishtrend'}, {'hashtag_id': 1671757528967173, 'hashtag_name': 'booktokuk', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 2047139, 'hashtag_name': 'itstartswithus'}, {'hashtag_description': '', 'hashtag_id': 17861, 'hashtag_name': 'books'}]"	"['you', 'bookworm', 'books', 'fyp', 'itstartswithus', 'bookish', 'bookchallenge', 'booksbooksbooks', 'colleenhoover', 'itendswithus', 'whereitbegan', 'booksounds', 'booktrend', 'booktok', 'bookishfyp', 'booktokuk', 'bookishtrend', 'therewouldntbethis', 'therewouldntbethisiftherehandntbeenyou']"	"79"	"0"	"nan"	"7"	"tbread.books"	"528"	"[]"	"nan"	"GB"	"nan"	"5"	"8"		"nan"	"7376723459801402158"
"Replying to @tae there will be lots of book tapping! 📚  #tappingasmr #booktappingasmr #booktapping #bookasmr #asmr #booksounds #asmrtiktoks #asmrtist #fastasmr #asmrtiktoks #crispasmr #lofitapping "	"nan"	"7394545996392353055"	"{'vote': False, 'warn': False, 'content': '', 'sink': False, 'type': 0}"	"1721676920"	"False"	"[{'hashtag_description': 'All the soothing sounds you need to massage your brain.', 'hashtag_id': 1248236, 'hashtag_name': 'ASMR'}, {'hashtag_description': '', 'hashtag_id': 47765848, 'hashtag_name': 'bookasmr'}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 1692327650193414, 'hashtag_name': 'lofitapping'}, {'hashtag_description': '', 'hashtag_id': 75521396, 'hashtag_name': 'fastasmr'}, {'hashtag_description': '', 'hashtag_id': 1598752383605765, 'hashtag_name': 'crispasmr'}, {'hashtag_description': '', 'hashtag_id': 39387219, 'hashtag_name': 'tappingasmr'}, {'hashtag_description': '', 'hashtag_id': 1617309202212870, 'hashtag_name': 'asmrtiktoks'}, {'hashtag_name': 'asmrtist', 'hashtag_description': '', 'hashtag_id': 55397137}, {'hashtag_description': '', 'hashtag_id': 1681837206828037, 'hashtag_name': 'booktappingasmr'}, {'hashtag_description': '', 'hashtag_id': 71831175, 'hashtag_name': 'booktapping'}]"	"['asmr', 'tappingasmr', 'bookasmr', 'asmrtist', 'booksounds', 'booktapping', 'fastasmr', 'crispasmr', 'asmrtiktoks', 'booktappingasmr', 'lofitapping']"	"80"	"0"	"[{'sticker_id': 4, 'sticker_name': ''}]"	"157"	"lizardsasmr"	"2638"	"['mattea']"	"nan"	"US"	"nan"	"2"	"18"		"nan"	"7394545985923435294"
"📚📚📚  #booktag #booksilove #booksthatmademecry #prideandprejudice #elsiesilver #sinnersanonymous #mafiaromance #booksounds #bookish #fyp #booktok #readingjournal #reading @Delaney "	"nan"	"7394193601321782561"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1721594862"	"False"	"[{'hashtag_description': '', 'hashtag_id': 1656699729601542, 'hashtag_name': 'booksthatmademecry'}, {'hashtag_description': '', 'hashtag_id': 8068843, 'hashtag_name': 'booksilove'}, {'hashtag_description': '', 'hashtag_id': 4555435, 'hashtag_name': 'prideandprejudice'}, {'hashtag_name': 'elsiesilver', 'hashtag_description': '', 'hashtag_id': 1693429682770950}, {'hashtag_description': '', 'hashtag_id': 1650601757963269, 'hashtag_name': 'mafiaromance'}, {'hashtag_name': 'booksounds', 'hashtag_description': '', 'hashtag_id': 70321889}, {'hashtag_id': 3133261, 'hashtag_name': 'Bookish', 'hashtag_description': "To celebrate Book Lover's Day, show us some of your #bookish habits  📚💚"}, {'hashtag_name': 'BookTok', 'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470}, {'hashtag_description': '', 'hashtag_id': 1627197016064006, 'hashtag_name': 'sinnersanonymous'}, {'hashtag_id': 11078459, 'hashtag_name': 'booktag', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 229207, 'hashtag_name': 'fyp'}, {'hashtag_name': 'readingjournal', 'hashtag_description': '', 'hashtag_id': 1613968141391877}, {'hashtag_description': '', 'hashtag_id': 10705, 'hashtag_name': 'reading'}]"	"['reading', 'fyp', 'bookish', 'prideandprejudice', 'booksilove', 'booktag', 'booksounds', 'readingjournal', 'booktok', 'sinnersanonymous', 'mafiaromance', 'booksthatmademecry', 'elsiesilver']"	"17"	"0"	"nan"	"0"	"charlottesbooknook_"	"221"	"['Delaney']"	"nan"	"GB"	"nan"	"0"	"1"		"nan"	"7377196584867760145"
"I hope ya’ll dont mind me experimenting w book asmr    👂🏽🫦✨🙂‍↕️ #asmr #bookasmr #Booktok #booktoker #booksounds "	"nan"	"7393571997835398443"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1721450134"	"False"	"[{'hashtag_id': 70321889, 'hashtag_name': 'booksounds', 'hashtag_description': ''}, {'hashtag_description': 'All the soothing sounds you need to massage your brain.', 'hashtag_id': 1248236, 'hashtag_name': 'ASMR'}, {'hashtag_id': 47765848, 'hashtag_name': 'bookasmr', 'hashtag_description': ''}, {'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}, {'hashtag_id': 1645803417138182, 'hashtag_name': 'booktoker', 'hashtag_description': ''}]"	"['asmr', 'bookasmr', 'booksounds', 'booktok', 'booktoker']"	"30"	"0"	"[{'sticker_id': 18, 'sticker_name': '\xa0👂🏽\U0001fae6'}]"	"59"	"mo_books"	"326"	"[]"	"nan"	"US"	"nan"	"5"	"0"		"nan"	"7393571970929330987"
"🤪  #bookish #booktoker #booksounds #booklover "	"[{'effect_photo_url': '0baa580af8f44f504ad6eeb2cf3d3d7d', 'effect_id': 371813, 'effect_name': 'Inverted'}]"	"7393167073830014250"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1721355853"	"False"	"[{'hashtag_name': 'Bookish', 'hashtag_description': "To celebrate Book Lover's Day, show us some of your #bookish habits  📚💚", 'hashtag_id': 3133261}, {'hashtag_id': 1645803417138182, 'hashtag_name': 'booktoker', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': 'In celebration of World Book Day, join the #BookLover Post Contest and post videos sharing why you love reading books, who are some of your favorite authors, and all things related to the joys of reading. From April 23rd until May 21st, sign up and post for a chance to win up to $5000 in cash! Click link for official contest rules and how to enter: https://vt.tiktok.com/ZMBp5eEwD/', 'hashtag_id': 1732644, 'hashtag_name': 'BookLover'}]"	"['booklover', 'bookish', 'booksounds', 'booktoker']"	"87"	"1"	"nan"	"8"	"bookmom13"	"414"	"[]"	"nan"	"US"	"nan"	"31"	"1"		"nan"	"7287094278667406123"
"THE BEST SOUNDS EVER! #bookishasmr #asmr #asmrtiktoks #booktok #booktokasmr #asmrsounds #books #booksounds #fyp #bookish #bookworm #soundviral #booklovers "	"nan"	"7393078889209138464"	"{'sink': False, 'type': 0, 'vote': False, 'warn': False, 'content': ''}"	"1721335321"	"False"	"[{'hashtag_description': '', 'hashtag_id': 3220000, 'hashtag_name': 'booklovers'}, {'hashtag_description': '', 'hashtag_id': 17764927, 'hashtag_name': 'asmrsounds'}, {'hashtag_description': '', 'hashtag_id': 1596594577845253, 'hashtag_name': 'soundviral'}, {'hashtag_description': '', 'hashtag_id': 1653036329494533, 'hashtag_name': 'bookishasmr'}, {'hashtag_description': 'All the soothing sounds you need to massage your brain.', 'hashtag_id': 1248236, 'hashtag_name': 'ASMR'}, {'hashtag_description': '', 'hashtag_id': 1617309202212870, 'hashtag_name': 'asmrtiktoks'}, {'hashtag_description': "To celebrate Book Lover's Day, show us some of your #bookish habits  📚💚", 'hashtag_id': 3133261, 'hashtag_name': 'Bookish'}, {'hashtag_description': 'What are you reading?', 'hashtag_id': 13057, 'hashtag_name': 'Bookworm'}, {'hashtag_description': '', 'hashtag_id': 1695342647116805, 'hashtag_name': 'booktokasmr'}, {'hashtag_description': '', 'hashtag_id': 17861, 'hashtag_name': 'books'}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 229207, 'hashtag_name': 'fyp'}, {'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}]"	"['bookworm', 'books', 'fyp', 'asmr', 'bookish', 'booklovers', 'asmrsounds', 'booksounds', 'soundviral', 'asmrtiktoks', 'booktok', 'bookishasmr', 'booktokasmr']"	"15"	"0"	"nan"	"29"	"sarahs.books3"	"256"	"[]"	"nan"	"GB"	"nan"	"0"	"1"		"nan"	"7393078897396435745"
"Percy jackson stans RISE😤😤 #bookasmr #booktapping #asmrvideo #asmrvideo #asmr #lofiasmr #lofi #bookscratching #tracingasmr #tracing #percyjackson #unboxingasmr #readingasmr #readingoutloud #readwithme #pageflipping #booksounds #scratching #tapping #tappingasmr #tappingsounds "	"nan"	"7393068194119961886"	"{'type': 0, 'vote': False, 'warn': False, 'content': '', 'sink': False}"	"1721332836"	"False"	"[{'hashtag_description': '', 'hashtag_id': 1626680631018501, 'hashtag_name': 'lofiasmr'}, {'hashtag_id': 70321889, 'hashtag_name': 'booksounds', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 71831175, 'hashtag_name': 'booktapping'}, {'hashtag_description': '', 'hashtag_id': 338418, 'hashtag_name': 'tapping'}, {'hashtag_description': '', 'hashtag_id': 35830639, 'hashtag_name': 'asmrvideo'}, {'hashtag_description': '', 'hashtag_id': 1666518144442374, 'hashtag_name': 'readingasmr'}, {'hashtag_id': 216901, 'hashtag_name': 'percyjackson', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 38163486, 'hashtag_name': 'pageflipping'}, {'hashtag_description': '', 'hashtag_id': 379451, 'hashtag_name': 'scratching'}, {'hashtag_name': 'bookscratching', 'hashtag_description': '', 'hashtag_id': 1708345524468741}, {'hashtag_description': '', 'hashtag_id': 1668052689814534, 'hashtag_name': 'tracingasmr'}, {'hashtag_description': '', 'hashtag_id': 1633697281287173, 'hashtag_name': 'unboxingasmr'}, {'hashtag_description': '', 'hashtag_id': 47765848, 'hashtag_name': 'bookasmr'}, {'hashtag_description': '', 'hashtag_id': 37449532, 'hashtag_name': 'tappingsounds'}, {'hashtag_description': '', 'hashtag_id': 9599540, 'hashtag_name': 'readingoutloud'}, {'hashtag_description': '', 'hashtag_id': 39387219, 'hashtag_name': 'tappingasmr'}, {'hashtag_description': '', 'hashtag_id': 4602873, 'hashtag_name': 'lofi'}, {'hashtag_name': 'tracing', 'hashtag_description': '', 'hashtag_id': 5438901}, {'hashtag_description': '', 'hashtag_id': 32854060, 'hashtag_name': 'readwithme'}, {'hashtag_name': 'ASMR', 'hashtag_description': 'All the soothing sounds you need to massage your brain.', 'hashtag_id': 1248236}]"	"['percyjackson', 'tapping', 'scratching', 'asmr', 'lofi', 'tracing', 'readingoutloud', 'readwithme', 'asmrvideo', 'tappingsounds', 'pageflipping', 'tappingasmr', 'bookasmr', 'booksounds', 'booktapping', 'lofiasmr', 'unboxingasmr', 'readingasmr', 'tracingasmr', 'bookscratching']"	"97"	"1"	"nan"	"265"	"fearlessasmr"	"2622"	"[]"	"nan"	"US"	"nan"	"4"	"20"		"nan"	"7393068203351477023"
"MMC’s with this energy towards the FMC >>>>> anything else! #BookTok #booksounds #bookrecs #romancebooks #romancerecs #romancereader #spicybooks #bookboyfriends #bookreview #fyp "	"nan"	"7414138972206615839"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1726238760"	"False"	"[{'hashtag_description': '', 'hashtag_id': 80879614, 'hashtag_name': 'romancebooks'}, {'hashtag_description': '', 'hashtag_id': 49271711, 'hashtag_name': 'bookboyfriends'}, {'hashtag_description': '', 'hashtag_id': 1663274983252998, 'hashtag_name': 'romancerecs'}, {'hashtag_id': 1669674596913158, 'hashtag_name': 'spicybooks', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 13851862, 'hashtag_name': 'bookreview'}, {'hashtag_description': '', 'hashtag_id': 229207, 'hashtag_name': 'fyp'}, {'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}, {'hashtag_description': '', 'hashtag_id': 27447810, 'hashtag_name': 'romancereader'}, {'hashtag_id': 70321889, 'hashtag_name': 'booksounds', 'hashtag_description': ''}, {'hashtag_description': 'Share and discover new #BookRecs on TikTok!', 'hashtag_id': 1647746061443078, 'hashtag_name': 'BookRecs'}]"	"['fyp', 'bookreview', 'romancereader', 'bookboyfriends', 'booksounds', 'romancebooks', 'booktok', 'bookrecs', 'romancerecs', 'spicybooks']"	"23"	"1"	"[{'sticker_id': 18, 'sticker_name': 'Why do you read romance books so much?\xa0'}, {'sticker_id': 18, 'sticker_name': 'Because this is what the men act like in those books.'}]"	"13"	"sagelovestoread"	"294"	"[]"		"US"	"nan"	"2"	"0"	"nan"	"nan"	"7328668933992090370"
"Here some shorter book & rain sounds with a library book I got today! Hopefully will be as good as the sounds it makes 😊 #tappingasmr #fy #fyp #booksounds #fypage #asmr #asmrsounds #beginnerasmr "	"nan"	"7413640664623402272"	"{'warn': False, 'content': '', 'sink': False, 'type': 0, 'vote': False}"	"1726122740"	"False"	"[{'hashtag_description': '', 'hashtag_id': 39387219, 'hashtag_name': 'tappingasmr'}, {'hashtag_description': 'All the soothing sounds you need to massage your brain.', 'hashtag_id': 1248236, 'hashtag_name': 'ASMR'}, {'hashtag_id': 153828, 'hashtag_name': 'fy', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 1691798609123334, 'hashtag_name': 'beginnerasmr'}, {'hashtag_id': 17764927, 'hashtag_name': 'asmrsounds', 'hashtag_description': ''}, {'hashtag_id': 229207, 'hashtag_name': 'fyp', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 1604302285252613, 'hashtag_name': 'fypage'}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}]"	"['fy', 'fyp', 'asmr', 'asmrsounds', 'tappingasmr', 'booksounds', 'fypage', 'beginnerasmr']"	"14"	"0"	"nan"	"15"	"hope_tries_asmr"	"327"	"[]"		"DE"	"nan"	"0"	"2"	"nan"	"nan"	"7413640690431036192"
"two library books and some rain sounds <3 I really do hope these books are good! If anyone has already read them, I'm excited to hear opinions :D #asmrsounds #asmr #fypage #booksounds #fyp #fy #tappingasmr #rain #rainsounds #tapping #beginnerasmr "	"nan"	"7413125311937776928"	"{'type': 0, 'vote': False, 'warn': False, 'content': '', 'sink': False}"	"1726002754"	"False"	"[{'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 229207, 'hashtag_name': 'fyp'}, {'hashtag_description': '', 'hashtag_id': 39387219, 'hashtag_name': 'tappingasmr'}, {'hashtag_description': '', 'hashtag_id': 338418, 'hashtag_name': 'tapping'}, {'hashtag_description': '', 'hashtag_id': 1691798609123334, 'hashtag_name': 'beginnerasmr'}, {'hashtag_description': 'All the soothing sounds you need to massage your brain.', 'hashtag_id': 1248236, 'hashtag_name': 'ASMR'}, {'hashtag_description': '', 'hashtag_id': 28871, 'hashtag_name': 'rainsounds'}, {'hashtag_description': '', 'hashtag_id': 153828, 'hashtag_name': 'fy'}, {'hashtag_id': 5400, 'hashtag_name': 'rain', 'hashtag_description': 'Can you defy gravity?🌧️\n\nHow to shoot: \n\n1. Click the shoot icon. \n2. Click on “add sound”. \n3. And there you go! Select the first sound you see under “discover”. \n4. Enjoy the rain sticker and defy gravity. 🌧️'}, {'hashtag_name': 'asmrsounds', 'hashtag_description': '', 'hashtag_id': 17764927}, {'hashtag_name': 'fypage', 'hashtag_description': '', 'hashtag_id': 1604302285252613}]"	"['rain', 'rainsounds', 'fy', 'fyp', 'tapping', 'asmr', 'asmrsounds', 'tappingasmr', 'booksounds', 'fypage', 'beginnerasmr']"	"21"	"0"	"nan"	"59"	"hope_tries_asmr"	"977"	"[]"		"DE"	"nan"	"0"	"3"	"nan"	"nan"	"7413125371995982624"
"Whats everybody reading ? 🫶🏼 #booktok #stopscrolling #bookish #reading #booksounds #bookishthoughts #bookishhumor "	"nan"	"7413005185351552288"	"{'sink': False, 'type': 0, 'vote': False, 'warn': False, 'content': ''}"	"1725974784"	"False"	"[{'hashtag_description': '', 'hashtag_id': 381967, 'hashtag_name': 'stopscrolling'}, {'hashtag_description': "To celebrate Book Lover's Day, show us some of your #bookish habits  📚💚", 'hashtag_id': 3133261, 'hashtag_name': 'Bookish'}, {'hashtag_name': 'reading', 'hashtag_description': '', 'hashtag_id': 10705}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 1676755314167814, 'hashtag_name': 'bookishthoughts'}, {'hashtag_description': '', 'hashtag_id': 1678940130961413, 'hashtag_name': 'bookishhumor'}, {'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}]"	"['reading', 'stopscrolling', 'bookish', 'booksounds', 'booktok', 'bookishthoughts', 'bookishhumor']"	"15"	"0"	"nan"	"7"	"eethblliottreads"	"238"	"[]"		"GB"	"nan"	"2"	"0"	"nan"	"nan"	"7405413397933738794"
"I can not tell you have nice it is 🌨️🚇📚#booktok #booksounds #book #books #reading #rain #foryourpage "	"nan"	"7412976558912130336"	"{'type': 0, 'vote': False, 'warn': False, 'content': '', 'sink': False}"	"1725968119"	"False"	"[{'hashtag_name': 'books', 'hashtag_description': '', 'hashtag_id': 17861}, {'hashtag_description': '', 'hashtag_id': 10705, 'hashtag_name': 'reading'}, {'hashtag_description': 'Can you defy gravity?🌧️\n\nHow to shoot: \n\n1. Click the shoot icon. \n2. Click on “add sound”. \n3. And there you go! Select the first sound you see under “discover”. \n4. Enjoy the rain sticker and defy gravity. 🌧️', 'hashtag_id': 5400, 'hashtag_name': 'rain'}, {'hashtag_description': '', 'hashtag_id': 1598498371111942, 'hashtag_name': 'foryourpage'}, {'hashtag_name': 'BookTok', 'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 94639, 'hashtag_name': 'book'}]"	"['rain', 'reading', 'books', 'book', 'booksounds', 'foryourpage', 'booktok']"	"222"	"0"	"[{'sticker_id': 18, 'sticker_name': 'The feeling of reading in the train when it’s raining\xa0'}]"	"11"	"read_books_with_me1"	"943"	"[]"		"DK"	"nan"	"1"	"11"	"nan"	"nan"	"6983620733733800710"
"A lil ootd a lil current read💙 #ootdasmr #asmrsounds #asmrvideo #lofiasmr #lofi #outfitasmr #fabricscratching #fyp #tappingasmr #asmrtapping #bookasmr #booktapping #booksounds #countertapping #tappingsounds "	"nan"	"7412745203058052383"	"{'sink': False, 'type': 0, 'vote': False, 'warn': False, 'content': ''}"	"1725914250"	"False"	"[{'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 4602873, 'hashtag_name': 'lofi'}, {'hashtag_description': '', 'hashtag_id': 39387219, 'hashtag_name': 'tappingasmr'}, {'hashtag_description': '', 'hashtag_id': 7073162022648545326, 'hashtag_name': 'ootdasmr'}, {'hashtag_description': '', 'hashtag_id': 17764927, 'hashtag_name': 'asmrsounds'}, {'hashtag_name': 'outfitasmr', 'hashtag_description': '', 'hashtag_id': 1666335367498758}, {'hashtag_description': '', 'hashtag_id': 39387218, 'hashtag_name': 'asmrtapping'}, {'hashtag_description': '', 'hashtag_id': 35830639, 'hashtag_name': 'asmrvideo'}, {'hashtag_description': '', 'hashtag_id': 7102853336914722858, 'hashtag_name': 'countertapping'}, {'hashtag_description': '', 'hashtag_id': 229207, 'hashtag_name': 'fyp'}, {'hashtag_description': '', 'hashtag_id': 37449532, 'hashtag_name': 'tappingsounds'}, {'hashtag_description': '', 'hashtag_id': 1626680631018501, 'hashtag_name': 'lofiasmr'}, {'hashtag_description': '', 'hashtag_id': 1668084914622470, 'hashtag_name': 'fabricscratching'}, {'hashtag_description': '', 'hashtag_id': 71831175, 'hashtag_name': 'booktapping'}, {'hashtag_description': '', 'hashtag_id': 47765848, 'hashtag_name': 'bookasmr'}]"	"['fyp', 'lofi', 'asmrsounds', 'asmrvideo', 'tappingsounds', 'asmrtapping', 'tappingasmr', 'bookasmr', 'booksounds', 'booktapping', 'lofiasmr', 'outfitasmr', 'fabricscratching', 'ootdasmr', 'countertapping']"	"75"	"1"	"nan"	"104"	"fearlessasmr"	"928"	"[]"		"US"	"nan"	"2"	"9"	"nan"	"nan"	"7412745149693971231"
